SK_ID_CURR,TARGET
100001,0.05245859909205968
100005,0.1957845127237671
100013,0.06710635542150195
100028,0.00596202828305834
100038,0.1438388367703905
100042,0.06179127353253509
100057,0.0
100065,0.04635942354348717
100066,0.01300770187287006
100067,0.1285908358874474
100074,0.08036027427867665
100090,0.08822868037931879
100091,0.15910202008387433
100092,0.0863471082109831
100106,0.0675547073554204
100107,0.16385594589424118
100109,0.09747713437516153
100117,0.07100371871753944
100128,0.09702477616050344
100141,0.04763686041997847
100150,0.045766782002957994
100168,0.0
100169,0.08163427552175141
100170,0.19457507483568318
100171,0.026207410727860533
100172,0.12354646339718132
100184,0.15489914285086714
100187,0.09315945748043915
100212,0.021869423672721277
100222,0.06409145781898225
100223,0.01588298793286305
100232,0.0
100241,0.13903681597347248
100245,0.003501684392288618
100253,0.021276558280586524
100256,0.1633847801326493
100271,0.0
100278,0.21892173162980585
100280,0.010146593184342407
100306,0.17435903070613676
100311,0.07939238904394659
100312,0.0
100330,0.12513182639324796
100331,0.048503183257000926
100352,0.09615800315044642
100358,0.1317796138669014
100367,0.029199411690342653
100382,0.14646274533799739
100384,0.06836026719759315
100385,0.09862682579877254
100386,0.04540183265553697
100399,0.09207378392755858
100404,0.08405986238617597
100416,0.013485922805958223
100422,0.059403350557667434
100426,0.039785373431153
100438,0.05151592086895973
100444,0.19560046985242235
100445,0.13733274179148378
100446,0.09193836837775571
100447,0.008863684705231323
100450,0.19441989089651104
100466,0.0
100483,0.0
100484,0.0
100494,0.1326146614559024
100510,0.1566434267898233
100512,0.0
100517,0.048477077878685625
100548,0.05279424162564736
100551,0.09722307574506239
100552,0.15038078627171939
100553,0.03743263463287533
100561,0.19401588578005696
100568,0.26103561288596483
100569,0.01034096685785919
100591,0.08919366927073936
100592,0.017480127069269522
100602,0.03243758136346419
100607,0.0960826969381792
100613,0.09952235261705898
100617,0.06043614147345961
100618,0.09010712863269604
100622,0.1066963338695484
100625,0.09670550023181111
100677,0.11091853822814847
100699,0.05262417887098198
100702,0.3018930603125863
100711,0.11876463018101939
100729,0.1487152146898238
100740,0.1665513940245774
100744,0.15453351984302746
100745,0.028084963440845732
100747,0.1393981636892236
100751,0.24381786896552074
100752,0.057587527588292484
100753,0.2327003185379668
100754,0.22017755843183595
100760,0.060171785898076924
100762,0.13230466045180977
100763,0.046046412178893
100765,0.0038073882516985597
100770,0.09473843658360516
100772,0.05623266097614968
100777,0.0111362959851408
100791,0.01962199781133544
100792,0.0
100797,0.08123885892534846
100823,0.059375294451346934
100826,0.06463864620222692
100830,0.05638053821557487
100836,0.24535634171688833
100872,0.03704492133666148
100910,0.09272208405141417
100913,0.1305164533991628
100918,0.04286140317890723
100931,0.016134875787879022
100952,0.04140565544527507
100953,0.010076901601740065
100965,0.16199197834261006
100970,0.06472514476412757
100982,0.16884025926322604
100983,0.17627975980285332
100984,0.1019956262075193
100987,0.06594808252595492
100997,0.07943796321192947
100998,0.14195963134645703
101002,0.0628707523031442
101005,0.17481237431237986
101008,0.2239375899739201
101020,0.047838867188074084
101021,0.08745305732897704
101024,0.013401813158915499
