SK_ID_CURR,TARGET
100001,0.025302915370938046
100005,0.23862474449293086
100013,0.03975325421873112
100028,0.0712329549393795
100038,0.09009303074335864
100042,0.04093957895302297
100057,0.012741646425416989
100065,0.031226300641497264
100066,0.014917736497880675
100067,0.07406668740349007
100074,0.037801756814523316
100090,0.022491332580135723
100091,0.15461830295014098
100092,0.05320680406082532
100106,0.061052942012125036
100107,0.20756425836028633
100109,0.035212561228522093
100117,0.024735138586299388
100128,0.04571430295450675
100141,0.03588231024473883
100150,0.04529879806399201
100168,0.008749140220291378
100169,0.06301297794370869
100170,0.13493701200210018
100171,0.05427689564058616
100172,0.090254987614865
100184,0.11192458406991704
100187,0.0436846722314307
100212,0.03184831375758117
100222,0.04632888848119605
100223,0.03158657350874142
100232,0.021046114882932072
100241,0.09070516093280558
100245,0.018331149558073318
100253,0.021534937727953927
100256,0.0477072300936851
100271,0.005561511154064247
100278,0.42871495698519313
100280,0.0066824370771915885
100306,0.17186679300857569
100311,0.11984467492154131
100312,0.014269068336005683
100330,0.11357326874445925
100331,0.0315215618801188
100352,0.132081312212173
100358,0.10214542166000688
100367,0.012868598494492475
100382,0.19640357887010781
100384,0.10394355369851625
100385,0.09533084064342418
100386,0.028023371781856033
100399,0.02878404195852209
100404,0.05327211919997595
100416,0.015115536420068685
100422,0.01835635355385564
100426,0.019785151412430757
100438,0.03498988177370699
100444,0.11743810474575522
100445,0.12352241453399534
100446,0.046970109622197165
100447,0.022383682560258814
100450,0.12968520982874698
100466,0.013926755424163885
100483,0.021414182707238057
100484,0.029082889329146065
100494,0.0462136853255323
100510,0.1635126238764566
100512,0.014807690614778992
100517,0.024213048941407186
100548,0.019538170131619893
100551,0.04448935220716941
100552,0.055533867380793266
100553,0.017747597265533634
100561,0.15746463873294184
100568,0.2959045186408809
100569,0.02659465650063438
100591,0.12054883636853282
100592,0.029805667462620096
100602,0.029349075559730493
100607,0.046831402736369265
100613,0.07023839099746018
100617,0.08818194536497434
100618,0.06839277584094586
100622,0.06667968168793208
100625,0.07013399553861818
100677,0.18339290457263685
100699,0.04679401422012321
100702,0.22020574943498483
100711,0.039117107274290575
100729,0.1597262605851404
100740,0.2014342297260269
100744,0.14067065363203501
100745,0.07344084503649269
100747,0.07922324603943283
100751,0.44068672262872166
100752,0.012867413371294587
100753,0.14726483851142413
100754,0.19366074062663843
100760,0.043926201850045664
100762,0.10060532937041221
100763,0.024667110720906833
100765,0.022130248797075584
100770,0.05820160745844057
100772,0.0322034303093925
100777,0.021404535704112423
100791,0.013797151550062428
100792,0.009164311163833878
100797,0.05065988375536516
100823,0.033046284485674524
100826,0.01977232570633742
100830,0.025147052699295104
100836,0.2536424628901856
100872,0.045617439586356216
100910,0.04612855584117306
100913,0.08354665609642761
100918,0.018499489424997462
100931,0.007468927872526704
100952,0.030697227630177393
100953,0.017944501989436583
100965,0.11663461555157331
100970,0.02562323362635371
100982,0.23639083469471872
100983,0.4187623308478509
100984,0.04488068569754906
100987,0.049017983227782495
100997,0.05790521053234468
100998,0.26840778753826533
101002,0.022657580224225152
101005,0.11624343968760852
101008,0.3702153681917991
101020,0.04652250859321879
101021,0.040168113125981876
101024,0.029280130119080237
101025,0.17574470009634205
101026,0.020006431079954586
101031,0.011401568739025335
101041,0.014575034677369704
101051,0.0037822264428013378
101055,0.05452426829593983
101056,0.3923450074140075
101057,0.02280765779195513
101064,0.022194411996973758
101079,0.06035058116558573
101087,0.005226261049053894
101090,0.01978047796221647
101092,0.09003171822846015
101097,0.09806737452691981
101099,0.014094063389091801
101107,0.13780747088606649
101118,0.022815756728731082
101125,0.05340340161469564
101126,0.012516513631782189
101128,0.009581412324027339
101136,0.05820757800437615
101140,0.15176423955748522
101149,0.06557078809454107
101160,0.18799260900159664
101169,0.25477585539270875
101181,0.03803349352647655
101186,0.009292486463933318
101190,0.035128959357388106
101193,0.10212859545355721
101194,0.1039676418013277
101198,0.19222441399340987
101200,0.015066470059176528
101204,0.01647295823816648
101211,0.06784945332508481
101213,0.03984805209681388
101223,0.0262644880617318
101225,0.12304995276678501
101237,0.047169499834119555
101243,0.06284496476999077
101244,0.06588679354789143
101258,0.023254700780358
101259,0.13150848053089137
101268,0.10593147565975153
101269,0.0199975975423028
101271,0.029360935598649388
101279,0.05010948772079392
101281,0.1201576414070202
101287,0.03596546583866051
101292,0.027509159122609855
101294,0.02348136062855201
101296,0.09463051047240734
101297,0.021773014159658485
101299,0.017617681183241363
101301,0.033675788444680506
101305,0.07489593832269455
101308,0.12809217342561202
101318,0.006768428021264151
101327,0.17416685004578217
101329,0.009583561006928554
101332,0.038521215118723605
101337,0.0451931481631859
101343,0.03128860728854396
101345,0.022436879465454574
101346,0.013372592557344617
101353,0.01290443187892476
101354,0.1303332152640095
101355,0.14644229857923144
101356,0.021146804734444687
101362,0.05060120717191049
101363,0.5394692587094568
101365,0.013286228866773508
101366,0.06624629177261498
101367,0.259419248780834
101368,0.018693621582287295
101374,0.13698578247466833
101380,0.01444817192408952
101383,0.026705278055460295
101398,0.014342305206644583
101399,0.26051595130285343
101401,0.22816749412244314
101412,0.07041754350308584
101426,0.07658810741389066
101427,0.45950554401341853
101428,0.18166538959153647
101429,0.2021172750181968
101434,0.026539317285414518
101440,0.22261780357184952
101448,0.05262088292139913
101449,0.029408583011616862
101465,0.027143217085630264
101467,0.017117231833423372
101472,0.04745024015996472
101478,0.13768239551544842
101497,0.05153671029935561
101504,0.032974146417488116
101547,0.01447017161681073
101548,0.06247203140837295
101555,0.09772325909331508
101570,0.01289993516830203
101572,0.032222458040824985
101578,0.053247785620464866
101580,0.08220864844234209
101588,0.1287344020657866
101602,0.06133272872478974
101610,0.07942425649731824
101614,0.041496108196413535
101616,0.03152717466648416
101643,0.0956319900374336
101644,0.029482451754419887
101649,0.036225226554214465
101650,0.059171440583824855
101665,0.012827513557314008
101667,0.11140491360051584
101669,0.09875726176573962
101674,0.08810906130538554
101675,0.007669215293592606
101678,0.05043957085752694
101682,0.028661239836129337
101686,0.035460493283891316
101697,0.24786061367799803
101700,0.4457642084068124
101711,0.0182486606374516
101714,0.02725508875451201
101715,0.2339416010819365
101728,0.03067752824807003
101732,0.04745548174393373
101757,0.09346153943977316
101758,0.031647638114582016
101759,0.05672337853608346
101762,0.008859021968813465
101764,0.041046662667931555
101780,0.13153701814216015
101784,0.010282844647115005
101789,0.021116680913600867
101816,0.04498736727108057
101819,0.016034392088201635
101827,0.008710868046179402
101863,0.04751568884715713
101867,0.0325902557340281
101870,0.012444483499646072
101873,0.21535926505637673
101878,0.062320493992049315
101879,0.05965876196649647
101880,0.016823784672212374
101887,0.03586338214136967
